ID,NOM,NOM_M,INSEE_COM,STATUT,POPULATION,INSEE_CAN,INSEE_ARR,INSEE_DEP,INSEE_REG,SIREN_EPCI
COMMUNE_0000000009739890,Plussulien,PLUSSULIEN,22244,Commune simple,493,10,4,22,53,200067460
COMMUNE_0000000009739883,Gausson,GAUSSON,22060,Commune simple,634,10,4,22,53,200067460
COMMUNE_0000000009741040,Montgermont,MONTGERMONT,35189,Commune simple,3692,03,3,35,53,243500139
COMMUNE_0000000009739454,Calorguen,CALORGUEN,22026,Commune simple,729,08,1,22,53,200068989
COMMUNE_0000000009743713,Plougoumelen,PLOUGOUMELEN,56167,Commune simple,2605,20,3,56,53,200067932
COMMUNE_0000000009742085,Saint-Jean-Trolimon,SAINT-JEAN-TROLIMON,29252,Commune simple,949,19,4,29,53,242900702
COMMUNE_0000000009737693,Guiclan,GUICLAN,29068,Commune simple,2547,14,3,29,53,242900751
COMMUNE_0000000009739856,Feins,FEINS,35110,Commune simple,1057,01,3,35,53,243500667
COMMUNE_0000000009739460,Trébédan,TREBEDAN,22342,Commune simple,435,14,1,22,53,200068989
COMMUNE_0000000009740691,Saint-Connec,SAINT-CONNEC,22285,Commune simple,259,10,4,22,53,245614433
COMMUNE_0000000009738591,Trébabu,TREBABU,29282,Commune simple,361,27,1,29,53,242900074
COMMUNE_0000000009736258,Trézény,TREZENY,22381,Commune simple,354,27,3,22,53,200065928
COMMUNE_0000000009740301,Rostrenen,ROSTRENEN,22266,Commune simple,3207,23,2,22,53,242200715
COMMUNE_0000000009741053,Saint-Onen-la-Chapelle,SAINT-ONEN-LA-CHAPELLE,35302,Commune simple,1116,15,3,35,53,200038990
COMMUNE_0000000009742669,Rannée,RANNEE,35235,Commune simple,1061,10,1,35,53,200039022
COMMUNE_0000000009738150,Gouesnou,GOUESNOU,29061,Commune simple,6347,04,1,29,53,242900314
COMMUNE_0000000009742392,Guilvinec,GUILVINEC,29072,Commune simple,2682,22,4,29,53,242900702
COMMUNE_0000000009738093,Lillemer,LILLEMER,35153,Commune simple,380,07,4,35,53,243500782
COMMUNE_0000000009739471,Saint-Glen,SAINT-GLEN,22296,Commune simple,662,16,4,22,53,200069391
COMMUNE_0000000009744030,Saint-Jean-la-Poterie,SAINT-JEAN-LA-POTERIE,56223,Commune simple,1444,04,3,56,53,243500741
COMMUNE_0000000009739911,Telgruc-sur-Mer,TELGRUC-SUR-MER,29280,Commune simple,2124,09,2,29,53,200066868
COMMUNE_0000000009741409,Iffendic,IFFENDIC,35133,Commune simple,4585,16,3,35,53,243500550
COMMUNE_0000000009741078,Plogonnec,PLOGONNEC,29169,Commune simple,3210,23,4,29,53,200068120
COMMUNE_0000002200276543,Mesnil-Roc'h,MESNIL-ROC'H,35308,Commune simple,4422,06,4,35,53,243500733
COMMUNE_0000000009741783,Tréogat,TREOGAT,29298,Commune simple,578,19,4,29,53,242900710
COMMUNE_0000000009741403,Le Rheu,LE RHEU,35240,Commune simple,9535,24,3,35,53,243500139
COMMUNE_0000000009737210,Lannebert,LANNEBERT,22112,Commune simple,439,22,2,22,53,200069086
COMMUNE_0000000009738559,Saint-Fiacre,SAINT-FIACRE,22289,Commune simple,213,15,2,22,53,200069086
COMMUNE_0000000009738963,Le Ferré,LE FERRE,35111,Commune simple,725,09,1,35,53,200072452
COMMUNE_0000000009740712,Plonévez-Porzay,PLONEVEZ-PORZAY,29176,Commune simple,1785,09,2,29,53,200067247
COMMUNE_0000000009736742,Berhet,BERHET,22006,Commune simple,273,01,3,22,53,200065928
COMMUNE_0000000009738528,Taden,TADEN,22339,Commune simple,2563,19,1,22,53,200068989
COMMUNE_0000000009739035,Hanvec,HANVEC,29078,Commune simple,2035,21,1,29,53,242900801
COMMUNE_0000000009742717,Clohars-Carnoët,CLOHARS-CARNOET,29031,Commune simple,4651,25,4,29,53,242900694
COMMUNE_0000000009742356,La Chapelle-Bouëxic,LA CHAPELLE-BOUEXIC,35057,Commune simple,1517,11,2,35,53,200043990
COMMUNE_0000000009740304,Plévin,PLEVIN,22202,Commune simple,754,23,2,22,53,242900744
COMMUNE_0000000009738957,Louvigné-du-Désert,LOUVIGNE-DU-DESERT,35162,Commune simple,3331,09,1,35,53,200072452
COMMUNE_0000000009741775,Rosporden,ROSPORDEN,29241,Commune simple,7609,08,4,29,53,242900769
COMMUNE_0000000009742371,Buléon,BULEON,56027,Commune simple,543,10,2,56,53,200096683
COMMUNE_0000000009741047,Breteil,BRETEIL,35040,Commune simple,3670,16,3,35,53,243500550
COMMUNE_0000000009743002,Teillay,TEILLAY,35332,Commune simple,1089,02,2,35,53,200070662
COMMUNE_0000000009742713,Caudan,CAUDAN,56036,Commune simple,7074,07,1,56,53,200042174
COMMUNE_0000000009738566,La Chapelle-Neuve,LA CHAPELLE-NEUVE,22037,Commune simple,394,03,2,22,53,200067981
COMMUNE_0000000009736265,Île-de-Batz,ILE-DE-BATZ,29082,Commune simple,449,26,3,29,53,200067072
COMMUNE_0000000009741422,Mohon,MOHON,56134,Commune simple,985,13,2,56,53,200066777
COMMUNE_0000000009736743,Cavan,CAVAN,22034,Commune simple,1528,01,3,22,53,200065928
COMMUNE_0000000009736242,Plouézec,PLOUEZEC,22214,Commune simple,3110,11,2,22,53,200067981
COMMUNE_0000000009743703,Questembert,QUESTEMBERT,56184,Commune simple,8001,16,3,56,53,245614383
COMMUNE_0000000009738971,Bazouges-la-Pérouse,BAZOUGES-LA-PEROUSE,35019,Commune simple,1863,01,1,35,53,200070688
COMMUNE_0000000009744359,Saint-Dolay,SAINT-DOLAY,56212,Commune simple,2603,11,3,56,53,200027027
COMMUNE_0000000009741785,Plovan,PLOVAN,29214,Commune simple,682,19,4,29,53,242900710
COMMUNE_0000000009739503,Hôpital-Camfrout,HOPITAL-CAMFROUT,29080,Commune simple,2234,21,1,29,53,242900801
COMMUNE_0000000009738526,La Ville-ès-Nonais,LA VILLE-ES-NONAIS,35358,Commune simple,1219,07,4,35,53,243500782
COMMUNE_0000000009739030,La Feuillée,LA FEUILLEE,29054,Commune simple,670,07,2,29,53,200067197
COMMUNE_0000000009740664,Montreuil-le-Gast,MONTREUIL-LE-GAST,35193,Commune simple,2016,14,3,35,53,243500667
COMMUNE_0000000009742351,Le Petit-Fougeray,LE PETIT-FOUGERAY,35218,Commune simple,887,02,2,35,53,200070662
COMMUNE_0000000009741077,Landrévarzec,LANDREVARZEC,29106,Commune simple,1861,06,4,29,53,200068120
COMMUNE_0000000009741779,Pluguffan,PLUGUFFAN,29216,Commune simple,4213,23,4,29,53,200068120
COMMUNE_0000000009737714,Lanildut,LANILDUT,29112,Commune simple,962,27,1,29,53,242900074
COMMUNE_0000000009738545,Yffiniac,YFFINIAC,22389,Commune simple,4987,26,4,22,53,200069409
COMMUNE_0000000009736753,Saint-Jean-du-Doigt,SAINT-JEAN-DU-DOIGT,29251,Commune simple,667,20,3,29,53,242900835
COMMUNE_0000000009742062,Saint-Barthélemy,SAINT-BARTHELEMY,56207,Commune simple,1168,15,2,56,53,200096675
COMMUNE_0000000009735736,Trélévern,TRELEVERN,22363,Commune simple,1241,12,3,22,53,200065928
COMMUNE_0000000009736262,Carantec,CARANTEC,29023,Commune simple,3236,17,3,29,53,242900835
COMMUNE_0000000009740312,Lothey,LOTHEY,29142,Commune simple,464,06,2,29,53,200067247
COMMUNE_0000000009741037,Liffré,LIFFRE,35152,Commune simple,8507,13,3,35,53,243500774
COMMUNE_0000000009742675,Coësmes,COESMES,35082,Commune simple,1443,10,1,35,53,243500634
COMMUNE_0000000009738590,Locmaria-Plouzané,LOCMARIA-PLOUZANE,29130,Commune simple,5138,27,1,29,53,242900074
COMMUNE_0000000009737704,Ploudaniel,PLOUDANIEL,29179,Commune simple,3775,15,1,29,53,242900793
COMMUNE_0000000009739008,Plaintel,PLAINTEL,22171,Commune simple,4540,13,4,22,53,200069409
COMMUNE_0000000009737662,Matignon,MATIGNON,22143,Commune simple,1704,17,1,22,53,200068989
COMMUNE_0000000009737666,Pléneuf-Val-André,PLENEUF-VAL-ANDRE,22186,Commune simple,4063,17,4,22,53,200069391
COMMUNE_0000000009744358,Théhillac,THEHILLAC,56250,Commune simple,609,04,3,56,53,243500741
COMMUNE_0000000009742693,Monteneuf,MONTENEUF,56136,Commune simple,758,04,3,56,53,200066785
COMMUNE_0000000009742682,Poligné,POLIGNE,35231,Commune simple,1228,02,2,35,53,200070662
COMMUNE_0000000009739444,Cuguen,CUGUEN,35092,Commune simple,829,06,4,35,53,243500733
COMMUNE_0000000009740657,Saint-Sulpice-la-Forêt,SAINT-SULPICE-LA-FORET,35315,Commune simple,1499,13,3,35,53,243500139
COMMUNE_0000000009736750,Ploumilliau,PLOUMILLIAU,22226,Commune simple,2453,20,3,22,53,200065928
COMMUNE_0000000009739507,Camaret-sur-Mer,CAMARET-SUR-MER,29022,Commune simple,2447,09,2,29,53,200066868
COMMUNE_0000000009741767,Persquen,PERSQUEN,56156,Commune simple,352,02,2,56,53,245614417
COMMUNE_0000000009738094,La Gouesnière,LA GOUESNIERE,35122,Commune simple,1966,25,4,35,53,243500782
COMMUNE_0000000009741050,Bédée,BEDEE,35023,Commune simple,4509,16,3,35,53,243500550
COMMUNE_0000000009743342,Bains-sur-Oust,BAINS-SUR-OUST,35013,Commune simple,3502,17,2,35,53,243500741
COMMUNE_0000000009737696,Saint-Servais,SAINT-SERVAIS,29264,Commune simple,788,14,3,29,53,242900751
COMMUNE_0000000009739877,Rouillac,ROUILLAC,22267,Commune simple,396,02,4,22,53,200069391
COMMUNE_0000000009738556,Boqueho,BOQUEHO,22011,Commune simple,1056,15,2,22,53,200069086
COMMUNE_0000000009742388,Loctudy,LOCTUDY,29135,Commune simple,4011,22,4,29,53,242900702
COMMUNE_0000000009740699,Mellionnec,MELLIONNEC,22146,Commune simple,399,23,2,22,53,242200715
COMMUNE_0000000009743718,Erdeven,ERDEVEN,56054,Commune simple,3974,17,1,56,53,200043123
COMMUNE_0000000009744034,Allaire,ALLAIRE,56001,Commune simple,3875,04,3,56,53,243500741
COMMUNE_0000000009738998,Noyal,NOYAL,22160,Commune simple,962,06,4,22,53,200069391
COMMUNE_0000000009743354,Saint-Nolff,SAINT-NOLFF,56231,Commune simple,3901,21,3,56,53,200067932
COMMUNE_0000000009740681,Saint-Launeuc,SAINT-LAUNEUC,22309,Commune simple,190,02,4,22,53,200067460
COMMUNE_0000000009738097,Saint-Père-Marc-en-Poulet,SAINT-PERE-MARC-EN-POULET,35306,Commune simple,2346,07,4,35,53,243500782
COMMUNE_0000000009738547,Saint-Brieuc,SAINT-BRIEUC,22278,Préfecture,44224,99,4,22,53,200069409
COMMUNE_0000000009737713,Porspoder,PORSPODER,29221,Commune simple,1758,27,1,29,53,242900074
COMMUNE_0000000009737254,Ploudalmézeau,PLOUDALMEZEAU,29178,Commune simple,6358,18,1,29,53,242900074
COMMUNE_0000000009743705,Treffléan,TREFFLEAN,56255,Commune simple,2491,21,3,56,53,200067932
COMMUNE_0000000009737246,Lanarvily,LANARVILY,29100,Commune simple,409,15,1,29,53,242900793
COMMUNE_0000000009738120,Saint-Jean-Kerdaniel,SAINT-JEAN-KERDANIEL,22304,Commune simple,680,15,2,22,53,200069086
COMMUNE_0000000009739465,Plénée-Jugon,PLENEE-JUGON,22185,Commune simple,2487,16,4,22,53,200069391
COMMUNE_0000000009743006,Guipry-Messac,GUIPRY-MESSAC,35176,Commune simple,7202,17,2,35,53,200043990
COMMUNE_0000000009738550,Ploufragan,PLOUFRAGAN,22215,Commune simple,11369,21,4,22,53,200069409
COMMUNE_0000000009738089,Le Vivier-sur-Mer,LE VIVIER-SUR-MER,35361,Commune simple,1064,07,4,35,53,200070670
COMMUNE_0000000009741072,Leuhan,LEUHAN,29125,Commune simple,827,06,2,29,53,242900561
COMMUNE_0000000009740273,Cardroc,CARDROC,35050,Commune simple,606,06,4,35,53,243500733
COMMUNE_0000000009743022,Malestroit,MALESTROIT,56124,Commune simple,2509,10,3,56,53,200066785
COMMUNE_0000000009735733,Kerbors,KERBORS,22085,Commune simple,286,27,3,22,53,200065928
COMMUNE_0000000009736243,Paimpol,PAIMPOL,22162,Commune simple,7191,11,2,22,53,200067981
COMMUNE_0000000009741067,Cléguérec,CLEGUEREC,56041,Commune simple,2839,02,2,56,53,245614433
COMMUNE_0000000009740295,Saint-Gilles-Vieux-Marché,SAINT-GILLES-VIEUX-MARCHE,22295,Commune simple,328,10,4,22,53,200067460
COMMUNE_0000000009742051,Taupont,TAUPONT,56249,Commune simple,2330,13,2,56,53,200066777
COMMUNE_0000000009743009,Bruc-sur-Aff,BRUC-SUR-AFF,35045,Commune simple,859,17,2,35,53,243500741
COMMUNE_0000000009741079,Guengat,GUENGAT,29066,Commune simple,1825,23,4,29,53,200068120
COMMUNE_0000000009739448,La Chapelle-aux-Filtzméens,LA CHAPELLE-AUX-FILTZMEENS,35056,Commune simple,822,06,4,35,53,243500733
COMMUNE_0000000009736745,Caouënnec-Lanvézéac,CAOUENNEC-LANVEZEAC,22030,Commune simple,905,01,3,22,53,200065928
COMMUNE_0000000009737657,Saint-Lunaire,SAINT-LUNAIRE,35287,Commune simple,2525,26,4,35,53,243500725
COMMUNE_0000000009744037,Noyal-Muzillac,NOYAL-MUZILLAC,56149,Commune simple,2516,11,3,56,53,200027027
COMMUNE_0000000009739479,Saint-Bihy,SAINT-BIHY,22276,Commune simple,264,15,4,22,53,200069409
COMMUNE_0000000009736760,Sibiril,SIBIRIL,29276,Commune simple,1168,26,3,29,53,200067072
COMMUNE_0000000009741059,Saint-Barnabé,SAINT-BARNABE,22275,Commune simple,1214,09,4,22,53,200067460
COMMUNE_0000000009740677,Quédillac,QUEDILLAC,35234,Commune simple,1245,15,3,35,53,200038990
COMMUNE_0000000009741434,Guern,GUERN,56076,Commune simple,1347,15,2,56,53,245614433
COMMUNE_0000000009736758,Saint-Pol-de-Léon,SAINT-POL-DE-LEON,29259,Commune simple,6741,26,3,29,53,200067072
COMMUNE_0000000009740256,La Chapelle-Saint-Aubert,LA CHAPELLE-SAINT-AUBERT,35063,Commune simple,456,08,1,35,53,200072452
COMMUNE_0000000009741737,Domloup,DOMLOUP,35099,Commune simple,3801,05,3,35,53,243500659
COMMUNE_0000000009738157,Brélès,BRELES,29017,Commune simple,860,27,1,29,53,242900074
COMMUNE_0000000009738985,Quévert,QUEVERT,22259,Commune simple,3966,04,1,22,53,200068989
COMMUNE_0000000009739894,Plounévez-Quintin,PLOUNEVEZ-QUINTIN,22229,Commune simple,1060,23,2,22,53,242200715
COMMUNE_0000000009738110,Hénansal,HENANSAL,22077,Commune simple,1231,06,4,22,53,200069391
COMMUNE_0000000009739033,Sizun,SIZUN,29277,Commune simple,2319,14,3,29,53,242900751
COMMUNE_0000000009737211,Lanvollon,LANVOLLON,22121,Commune simple,1846,22,2,22,53,200069086
COMMUNE_0000000009744041,Le Hézo,LE HEZO,56084,Commune simple,865,18,3,56,53,200067932
COMMUNE_0000000009737237,Mespaul,MESPAUL,29148,Commune simple,934,26,3,29,53,200067072
COMMUNE_0000000009742354,Bourg-des-Comptes,BOURG-DES-COMPTES,35033,Commune simple,3358,11,2,35,53,200043990
COMMUNE_0000000009740685,Plémet,PLEMET,22183,Commune simple,3739,09,4,22,53,200067460
COMMUNE_0000000009742364,Gourhel,GOURHEL,56065,Commune simple,737,13,2,56,53,200066777
COMMUNE_0000000009739004,Saint-Carreuc,SAINT-CARREUC,22281,Commune simple,1532,13,4,22,53,200069409
COMMUNE_0000000009739858,Tinténiac,TINTENIAC,35337,Commune simple,3851,06,4,35,53,243500733
COMMUNE_0000000009740651,Combourtillé,COMBOURTILLE,35086,Commune simple,613,08,1,35,53,200072452
COMMUNE_0000000009739838,Beaucé,BEAUCE,35021,Commune simple,1322,09,1,35,53,200072452
COMMUNE_0000000009739857,Dingé,DINGE,35094,Commune simple,1676,06,4,35,53,243500733
COMMUNE_0000000009738574,Commana,COMMANA,29038,Commune simple,995,14,3,29,53,242900751
COMMUNE_0000000009739889,Saint-Martin-des-Prés,SAINT-MARTIN-DES-PRES,22313,Commune simple,316,10,4,22,53,200067460
COMMUNE_0000000009743339,Langon,LANGON,35145,Commune simple,1361,17,2,35,53,243500741
COMMUNE_0000000009739875,Broons,BROONS,22020,Commune simple,2924,02,1,22,53,200068989
COMMUNE_0000000009743026,Plaudren,PLAUDREN,56157,Commune simple,1962,03,3,56,53,200067932
COMMUNE_0000000009739907,Port-Launay,PORT-LAUNAY,29222,Commune simple,396,09,2,29,53,200067247
COMMUNE_0000000009738958,Villamée,VILLAMEE,35357,Commune simple,294,09,1,35,53,200072452
COMMUNE_0000000009740309,Châteauneuf-du-Faou,CHATEAUNEUF-DU-FAOU,29027,Commune simple,3648,06,2,29,53,242900561
COMMUNE_0000000009741432,Malguénac,MALGUENAC,56125,Commune simple,1841,02,2,56,53,245614433
COMMUNE_0000000009736261,Lannion,LANNION,22113,Sous-préfecture,20344,07,3,22,53,200065928
COMMUNE_0000000009740708,Edern,EDERN,29048,Commune simple,2217,06,4,29,53,200068120
COMMUNE_0000000009741046,Pleumeleuc,PLEUMELEUC,35227,Commune simple,3517,16,3,35,53,243500550
COMMUNE_0000000009740262,Montreuil-sur-Ille,MONTREUIL-SUR-ILLE,35195,Commune simple,2418,01,3,35,53,243500667
COMMUNE_0000000009738973,Broualan,BROUALAN,35044,Commune simple,401,07,4,35,53,200070670
COMMUNE_0000000009740713,Locronan,LOCRONAN,29134,Commune simple,784,23,4,29,53,200068120
COMMUNE_0000000009737667,Binic-Étables-sur-Mer,BINIC-ETABLES-SUR-MER,22055,Commune simple,6881,22,4,22,53,200069409
COMMUNE_0000000009743345,Saint-Martin-sur-Oust,SAINT-MARTIN-SUR-OUST,56229,Commune simple,1298,04,3,56,53,200066785
COMMUNE_0000000009738152,Guipavas,GUIPAVAS,29075,Commune simple,15460,12,1,29,53,242900314
COMMUNE_0000000009739480,La Harmoye,LA HARMOYE,22073,Commune simple,373,15,4,22,53,200069409
COMMUNE_0000000009742352,Chanteloup,CHANTELOUP,35054,Commune simple,1851,02,2,35,53,200070662
COMMUNE_0000000009736250,Minihy-Tréguier,MINIHY-TREGUIER,22152,Commune simple,1249,27,3,22,53,200065928
COMMUNE_0000000009741782,Peumerit,PEUMERIT,29159,Commune simple,878,19,4,29,53,242900710
COMMUNE_0000000009739835,Le Loroux,LE LOROUX,35157,Commune simple,626,09,1,35,53,200072452
COMMUNE_0000000009740706,Laz,LAZ,29122,Commune simple,685,06,2,29,53,242900561
COMMUNE_0000000009741751,Paimpont,PAIMPONT,35211,Commune simple,1781,16,3,35,53,243500618
COMMUNE_0000000009742350,Crevin,CREVIN,35090,Commune simple,2814,02,2,35,53,200070662
COMMUNE_0000000009743025,Trédion,TREDION,56254,Commune simple,1349,16,3,56,53,200067932
COMMUNE_0000000009738104,Beaussais-sur-Mer,BEAUSSAIS-SUR-MER,22209,Commune simple,4168,19,1,22,53,200068989
COMMUNE_0000000009744046,Baden,BADEN,56008,Commune simple,4642,20,3,56,53,200067932
COMMUNE_0000000009742690,Saint-Séglin,SAINT-SEGLIN,35311,Commune simple,590,11,2,35,53,200043990
COMMUNE_0000000009737681,Saint-Laurent,SAINT-LAURENT,22310,Commune simple,512,01,2,22,53,200067981
COMMUNE_0000000009740286,Saint-Vran,SAINT-VRAN,22333,Commune simple,760,02,4,22,53,200067460
COMMUNE_0000000009736746,Ploubezre,PLOUBEZRE,22211,Commune simple,3743,20,3,22,53,200065928
COMMUNE_0000000009738527,Saint-Samson-sur-Rance,SAINT-SAMSON-SUR-RANCE,22327,Commune simple,1635,19,1,22,53,200068989
COMMUNE_0000000009741408,Montfort-sur-Meu,MONTFORT-SUR-MEU,35188,Commune simple,6742,16,3,35,53,243500550
COMMUNE_0000000009739895,Kergrist-Moëlou,KERGRIST-MOELOU,22087,Commune simple,644,23,2,22,53,242200715
COMMUNE_0000000009744371,Saint-Gildas-de-Rhuys,SAINT-GILDAS-DE-RHUYS,56214,Commune simple,1565,18,3,56,53,200067932
COMMUNE_0000000009741413,Concoret,CONCORET,56043,Commune simple,758,13,2,56,53,200066777
COMMUNE_0000000009743698,Saint-Vincent-sur-Oust,SAINT-VINCENT-SUR-OUST,56239,Commune simple,1616,04,3,56,53,243500741
COMMUNE_0000000009739039,Plougastel-Daoulas,PLOUGASTEL-DAOULAS,29189,Commune simple,13445,12,1,29,53,242900314
COMMUNE_0000000009744660,Férel,FEREL,56058,Commune simple,3404,11,3,56,53,244400610
COMMUNE_0000000009738086,Roz-sur-Couesnon,ROZ-SUR-COUESNON,35247,Commune simple,1013,07,4,35,53,200070670
COMMUNE_0000000009742032,Moulins,MOULINS,35198,Commune simple,714,10,1,35,53,200039022
COMMUNE_0000000009738151,Plabennec,PLABENNEC,29160,Commune simple,8589,18,1,29,53,242900553
COMMUNE_0000000009740668,Langan,LANGAN,35144,Commune simple,1075,15,3,35,53,243500139
COMMUNE_0000000009740707,Saint-Thois,SAINT-THOIS,29267,Commune simple,716,06,2,29,53,242900561
COMMUNE_0000000009742692,Les Brulais,LES BRULAIS,35046,Commune simple,536,11,2,35,53,200043990
COMMUNE_0000000009741405,L'Hermitage,L'HERMITAGE,35131,Commune simple,4692,24,3,35,53,243500139
COMMUNE_0000000009738988,Saint-Michel-de-Plélan,SAINT-MICHEL-DE-PLELAN,22318,Commune simple,305,14,1,22,53,200068989
COMMUNE_0000000009743015,Saint-Nicolas-du-Tertre,SAINT-NICOLAS-DU-TERTRE,56230,Commune simple,458,10,3,56,53,200066785
COMMUNE_0000000009738145,Pencran,PENCRAN,29156,Commune simple,2146,13,1,29,53,242900801
COMMUNE_0000002200276537,Val-Couesnon,VAL-COUESNON,35004,Commune simple,4102,01,1,35,53,200070688
COMMUNE_0000000009738960,Poilley,POILLEY,35230,Commune simple,367,09,1,35,53,200072452
COMMUNE_0000000009740687,Loudéac,LOUDEAC,22136,Commune simple,9762,09,4,22,53,200067460
COMMUNE_0000000009737692,Sainte-Sève,SAINTE-SEVE,29265,Commune simple,1055,17,3,29,53,242900835
COMMUNE_0000000009740663,Chevaigné,CHEVAIGNE,35079,Commune simple,2365,03,3,35,53,243500139
COMMUNE_0000000009737217,Landebaëron,LANDEBAERON,22095,Commune simple,172,01,2,22,53,200067981
COMMUNE_0000000009743017,Saint-Congard,SAINT-CONGARD,56211,Commune simple,801,10,3,56,53,200066785
COMMUNE_0000000009743004,La Noë-Blanche,LA NOE-BLANCHE,35202,Commune simple,1012,02,2,35,53,200070662
COMMUNE_0000000009737200,Cancale,CANCALE,35049,Commune simple,5435,25,4,35,53,243500782
COMMUNE_0000000009739037,Daoulas,DAOULAS,29043,Commune simple,1836,21,1,29,53,242900801
COMMUNE_0000000009739452,Saint-André-des-Eaux,SAINT-ANDRE-DES-EAUX,22274,Commune simple,390,08,1,22,53,200068989
COMMUNE_0000000009741728,Torcé,TORCE,35338,Commune simple,1241,10,1,35,53,200039022
COMMUNE_0000000009740311,Saint-Coulitz,SAINT-COULITZ,29243,Commune simple,465,09,2,29,53,200067247
COMMUNE_0000000009740271,Miniac-sous-Bécherel,MINIAC-SOUS-BECHEREL,35180,Commune simple,796,15,3,35,53,243500139
COMMUNE_0000000009741429,Noyal-Pontivy,NOYAL-PONTIVY,56151,Commune simple,3607,15,2,56,53,245614433
COMMUNE_0000000009741443,Guiscriff,GUISCRIFF,56081,Commune simple,2061,02,2,56,53,245614417
COMMUNE_0000000009735738,Saint-Quay-Perros,SAINT-QUAY-PERROS,22324,Commune simple,1285,12,3,22,53,200065928
COMMUNE_0000000009738085,Saint-Georges-de-Gréhaigne,SAINT-GEORGES-DE-GREHAIGNE,35270,Commune simple,371,07,4,35,53,200070670
COMMUNE_0000000009737255,Landunvez,LANDUNVEZ,29109,Commune simple,1518,18,1,29,53,242900074
COMMUNE_0000000009739031,Botmeur,BOTMEUR,29013,Commune simple,225,07,2,29,53,200067197
COMMUNE_0000000009738540,Quintenic,QUINTENIC,22261,Commune simple,363,06,4,22,53,200069391
COMMUNE_0000000009739435,Les Portes du Coglais,LES PORTES DU COGLAIS,35191,Commune simple,2256,01,1,35,53,200070688
COMMUNE_0000000009738116,Trémuson,TREMUSON,22372,Commune simple,2201,18,4,22,53,200069409
COMMUNE_0000000009743338,Saint-Ganton,SAINT-GANTON,35268,Commune simple,419,17,2,35,53,243500741
COMMUNE_0000000009739038,Logonna-Daoulas,LOGONNA-DAOULAS,29137,Commune simple,2123,21,1,29,53,242900801
COMMUNE_0000000009742711,Brandérion,BRANDERION,56021,Commune simple,1473,14,1,56,53,200042174
COMMUNE_0000000009739902,Plonévez-du-Faou,PLONEVEZ-DU-FAOU,29175,Commune simple,2152,07,2,29,53,242900561
COMMUNE_0000000009739022,Callac,CALLAC,22025,Commune simple,2235,03,2,22,53,200067981
COMMUNE_0000000009738995,Plédéliac,PLEDELIAC,22175,Commune simple,1541,16,4,22,53,200069391
COMMUNE_0000000009744372,Saint-Pierre-Quiberon,SAINT-PIERRE-QUIBERON,56234,Commune simple,2236,17,1,56,53,200043123
COMMUNE_0000000009741774,Bannalec,BANNALEC,29004,Commune simple,5713,16,4,29,53,242900694
COMMUNE_0000000009740258,Mézières-sur-Couesnon,MEZIERES-SUR-COUESNON,35178,Commune simple,1756,08,3,35,53,243500774
COMMUNE_0000000009738090,Mont-Dol,MONT-DOL,35186,Commune simple,1079,07,4,35,53,200070670
COMMUNE_0000000009742698,Saint-Abraham,SAINT-ABRAHAM,56202,Commune simple,529,10,3,56,53,200066785
COMMUNE_0000000009743717,Étel,ETEL,56055,Commune simple,2055,17,1,56,53,200043123
COMMUNE_0000000009736769,Guissény,GUISSENY,29077,Commune simple,1983,15,1,29,53,242900793
COMMUNE_0000000009737695,Landivisiau,LANDIVISIAU,29105,Commune simple,9192,14,3,29,53,242900751
COMMUNE_0000000009739854,Saint-Rémy-du-Plain,SAINT-REMY-DU-PLAIN,35309,Commune simple,812,01,1,35,53,200070688
COMMUNE_0000000009742342,Arbrissel,ARBRISSEL,35005,Commune simple,284,10,1,35,53,243500634
COMMUNE_0000000009741386,La Chapelle-Erbrée,LA CHAPELLE-ERBREE,35061,Commune simple,729,27,1,35,53,200039022
COMMUNE_0000000009744047,Arzon,ARZON,56005,Commune simple,2269,18,3,56,53,200067932
